Route No.,Call No.,Route Start Date,Shift Start,Customer ID,Customer Name,Full Address for Address Matching,Customer Address,Country Code,Postcode,Order Details 1,Latitude,Longitude,EQ Code,Fixed Time at Call,Delivery Date,Arrival Time,Contact Number (Daily UID),Depot Address,Route Reference,Stop Departure Date,Depart Time,Driver ID,Route Reference,Next Customer Address,Monday,Depot,Open,Trip Drop No.,Is Crossdock,Depot Name,Route Completion Date,Cube,Units,$,Travel Distance from Prev. Drop,End Depot Arrival Time
11,50,"10/5/2023",05:45 Thu,"21004-00","84 LUMBER CO PALM SHORES 1325/DR HORTON","2575 Roberts Road","MELBOURNE","USAFL","32940","27230691",28.201829,-80.664182,"",0:15,"10/5/2023",14:48 Thu,20366,"Sanford","W011","10/5/2023",14:58 Thu,"","LSW011100423","MELBOURNE",1,0,"7:00",1,0,"Sanford, FL Domicile","10/5/2023",4420,13,155205,75,16:22 Thu
11,51,"10/5/2023",05:45 Thu,"21004-00","84 LUMBER CO PALM SHORES 1325/DR HORTON","2575 Roberts Road","MELBOURNE","USAFL","32940","27230666",28.201829,-80.664182,"",0:15,"10/5/2023",14:58 Thu,20366,"Sanford","W011","10/5/2023",15:08 Thu,"","LSW011100423","Sanford",1,0,"7:00",1,0,"Sanford, FL Domicile","10/5/2023",4420,13,155205,75,16:22 Thu
13,1,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27262173",27.791960,-82.664920,"",0:15,"10/5/2023",06:00 Thu,20366,"Lake City","W013","10/5/2023",06:15 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",237,1,0,191,11:01 Thu
13,2,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27260906",27.791960,-82.664920,"",0:15,"10/5/2023",06:15 Thu,20366,"Lake City","W013","10/5/2023",06:15 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",424,1,19138,191,11:01 Thu
13,3,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27260810",27.791960,-82.664920,"",0:15,"10/5/2023",06:15 Thu,20366,"Lake City","W013","10/5/2023",06:19 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",2721,10,322462,191,11:01 Thu
13,4,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27260380",27.791960,-82.664920,"",0:15,"10/5/2023",06:19 Thu,20366,"Lake City","W013","10/5/2023",06:19 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",164,3,0,191,11:01 Thu
13,5,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27259665",27.791960,-82.664920,"",0:15,"10/5/2023",06:19 Thu,20366,"Lake City","W013","10/5/2023",07:30 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",41605,101,2717555,191,11:01 Thu
13,6,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27259059",27.791960,-82.664920,"",0:15,"10/5/2023",07:30 Thu,20366,"Lake City","W013","10/5/2023",07:32 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",1369,4,82446,191,11:01 Thu
13,7,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27256598",27.791960,-82.664920,"",0:15,"10/5/2023",07:32 Thu,20366,"Lake City","W013","10/5/2023",07:38 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",3519,2,186127,191,11:01 Thu
13,8,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27255391",27.791960,-82.664920,"",0:15,"10/5/2023",07:38 Thu,20366,"Lake City","W013","10/5/2023",07:42 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",2680,7,177007,191,11:01 Thu
13,9,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27255038",27.791960,-82.664920,"",0:15,"10/5/2023",07:42 Thu,20366,"Lake City","W013","10/5/2023",07:49 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",4462,7,190500,191,11:01 Thu
13,10,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27252828",27.791960,-82.664920,"",0:15,"10/5/2023",07:49 Thu,20366,"Lake City","W013","10/5/2023",07:49 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",488,2,74691,191,11:01 Thu
13,11,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27252778",27.791960,-82.664920,"",0:15,"10/5/2023",07:49 Thu,20366,"Lake City","W013","10/5/2023",08:02 Thu,"","LSW013100423","SAINT PETERSBURG",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",7930,17,904171,191,11:01 Thu
13,12,"10/5/2023",03:03 Thu,"34510257-00","0257 Home Depot","2300 22ND AVE N","SAINT PETERSBURG","USAFL","33713-4335","27239934",27.791960,-82.664920,"",0:15,"10/5/2023",08:02 Thu,20366,"Lake City","W013","10/5/2023",08:02 Thu,"","LSW013100423","Lake City",1,0,"6:00",1,0,"Lake City, FL Domicile","10/5/2023",229,1,0,191,11:01 Thu
15,1,"10/5/2023",05:00 Thu,"34510571-00","0571 Home Depot","1100 Lumpkin Rd","Houston","USATX","77043-5104","27235440",29.788830,-95.559300,"",0:15,"10/6/2023",07:00 Fri,20366,"Lithia Springs","W015","10/6/2023",07:15 Fri,"","LSW015100423","Gainesville",1,0,"",1,0,"Lithia Springs","10/7/2023",683,1,30111,810,11:00 Sat
15,2,"10/5/2023",05:00 Thu,"34510519-00","0519 Home Depot","804 E Highway 82","Gainesville","USATX","76240","27262681",33.642260,-97.126702,"",0:15,"10/6/2023",11:59 Fri,20366,"Lithia Springs","W015","10/6/2023",12:15 Fri,"","LSW015100423","Lithia Springs",1,0,"8:00",2,0,"Lithia Springs","10/7/2023",2077,7,0,316,11:00 Sat
17,1,"10/5/2023",05:00 Thu,"1539-20","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27262372",35.084380,-80.670810,"",0:15,"10/6/2023",07:00 Fri,20366,"Lithia Springs","W017","10/6/2023",07:15 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",265,9,22460,281,08:16 Sat
17,2,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27260771",35.084380,-80.670810,"",0:15,"10/6/2023",07:15 Fri,20366,"Lithia Springs","W017","10/6/2023",07:15 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",79,1,4933,281,08:16 Sat
17,3,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27260573",35.084380,-80.670810,"",0:15,"10/6/2023",07:15 Fri,20366,"Lithia Springs","W017","10/6/2023",07:16 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",780,5,45890,281,08:16 Sat
17,4,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27260315",35.084380,-80.670810,"",0:15,"10/6/2023",07:16 Fri,20366,"Lithia Springs","W017","10/6/2023",08:34 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",32487,56,1053406,281,08:16 Sat
17,5,"10/5/2023",05:00 Thu,"1539-18","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27260199",35.084380,-80.670810,"",0:15,"10/6/2023",08:34 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",546,20,20087,281,08:16 Sat
17,6,"10/5/2023",05:00 Thu,"1539-18","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27258789",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",340,1,0,281,08:16 Sat
17,7,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27257768",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",176,1,6629,281,08:16 Sat
17,8,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27257767",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",105,1,5266,281,08:16 Sat
17,9,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27257766",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",161,1,6898,281,08:16 Sat
17,10,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27257759",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",08:35 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",91,1,5557,281,08:16 Sat
17,11,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27256379",35.084380,-80.670810,"",0:15,"10/6/2023",08:35 Fri,20366,"Lithia Springs","W017","10/6/2023",11:28 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",72202,106,2181416,281,08:16 Sat
17,12,"10/5/2023",05:00 Thu,"1539-20","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27256236",35.084380,-80.670810,"",0:15,"10/6/2023",11:28 Fri,20366,"Lithia Springs","W017","10/6/2023",11:49 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",8754,30,346197,281,08:16 Sat
17,13,"10/5/2023",05:00 Thu,"1539-18","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27255473",35.084380,-80.670810,"",0:15,"10/6/2023",11:49 Fri,20366,"Lithia Springs","W017","10/6/2023",12:46 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",23860,41,665887,281,08:16 Sat
17,14,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27254410",35.084380,-80.670810,"",0:15,"10/6/2023",12:46 Fri,20366,"Lithia Springs","W017","10/6/2023",14:02 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",31708,52,967472,281,08:16 Sat
17,15,"10/5/2023",05:00 Thu,"1539-19","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27253202",35.084380,-80.670810,"",0:15,"10/6/2023",14:02 Fri,20366,"Lithia Springs","W017","10/6/2023",15:25 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",34676,49,1074676,281,08:16 Sat
17,16,"10/5/2023",05:00 Thu,"1539-20","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27249314",35.084380,-80.670810,"",0:15,"10/6/2023",15:25 Fri,20366,"Lithia Springs","W017","10/6/2023",17:05 Fri,"","LSW017100423","INDIAN TRAIL",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",41706,150,1849986,281,08:16 Sat
17,17,"10/5/2023",05:00 Thu,"1539-20","Barefoot & Company Inc.","3980 Matthews Indian Trail Rd","INDIAN TRAIL","USANC","28079","27248812",35.084380,-80.670810,"",0:15,"10/6/2023",17:05 Fri,20366,"Lithia Springs","W017","10/6/2023",17:05 Fri,"","LSW017100423","Lithia Springs",0,0,"7:00",1,0,"Lithia Springs","10/7/2023",90,1,0,281,08:16 Sat
19,1,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27262726",33.983660,-83.933820,"",0:15,"10/5/2023",07:00 Thu,20366,"Lithia Springs","W019","10/5/2023",07:15 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",340,1,8468,53,15:45 Thu
19,2,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27262065",33.983660,-83.933820,"",0:15,"10/5/2023",07:15 Thu,20366,"Lithia Springs","W019","10/5/2023",07:16 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",554,1,15688,53,15:45 Thu
19,3,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27261914",33.983660,-83.933820,"",0:15,"10/5/2023",07:16 Thu,20366,"Lithia Springs","W019","10/5/2023",07:16 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",51,3,2217,53,15:45 Thu
19,4,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27259727",33.983660,-83.933820,"",0:15,"10/5/2023",07:16 Thu,20366,"Lithia Springs","W019","10/5/2023",07:16 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",384,1,9110,53,15:45 Thu
19,5,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27246697",33.983660,-83.933820,"",0:15,"10/5/2023",07:16 Thu,20366,"Lithia Springs","W019","10/5/2023",07:17 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",696,1,6145,53,15:45 Thu
19,6,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27245192",33.983660,-83.933820,"",0:15,"10/5/2023",07:17 Thu,20366,"Lithia Springs","W019","10/5/2023",07:18 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",430,9,12357,53,15:45 Thu
19,7,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27239231",33.983660,-83.933820,"",0:15,"10/5/2023",07:18 Thu,20366,"Lithia Springs","W019","10/5/2023",07:33 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",6314,7,126851,53,15:45 Thu
19,8,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27239189",33.983660,-83.933820,"",0:15,"10/5/2023",07:33 Thu,20366,"Lithia Springs","W019","10/5/2023",07:59 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",11033,15,228277,53,15:45 Thu
19,9,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235889",33.983660,-83.933820,"",0:15,"10/5/2023",07:59 Thu,20366,"Lithia Springs","W019","10/5/2023",08:24 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",10782,14,220847,53,15:45 Thu
19,10,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235888",33.983660,-83.933820,"",0:15,"10/5/2023",08:24 Thu,20366,"Lithia Springs","W019","10/5/2023",08:49 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",10782,14,220847,53,15:45 Thu
19,11,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235887",33.983660,-83.933820,"",0:15,"10/5/2023",08:49 Thu,20366,"Lithia Springs","W019","10/5/2023",09:20 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",13091,15,256427,53,15:45 Thu
19,12,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235857",33.983660,-83.933820,"",0:15,"10/5/2023",09:20 Thu,20366,"Lithia Springs","W019","10/5/2023",09:55 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",14853,28,384081,53,15:45 Thu
19,13,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235781",33.983660,-83.933820,"",0:15,"10/5/2023",09:55 Thu,20366,"Lithia Springs","W019","10/5/2023",11:54 Thu,"","LSW019100423","DACULA",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",49800,60,885720,53,15:45 Thu
19,14,"10/5/2023",05:39 Thu,"21052-00","BUILDERS FIRSTSOURCE DACULA","155 Alcovy Ind Blvd,,","DACULA","USAGA","30019","27235761",33.983660,-83.933820,"",0:15,"10/5/2023",11:54 Thu,20366,"Lithia Springs","W019","10/5/2023",14:41 Thu,"","LSW019100423","Lithia Springs",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",69600,100,1349000,53,15:45 Thu
21,1,"10/5/2023",05:48 Thu,"18719-00","CARL E SMITH & SONS BLDG MAT","48 LONGSTREET AVE","TURIN","USAGA","30289","27231622",33.324920,-84.631038,"",0:15,"10/5/2023",07:00 Thu,20366,"Lithia Springs","W021","10/5/2023",07:33 Thu,"","LSW021100423","LAGRANGE",0,0,"7:00",1,0,"Lithia Springs","10/5/2023",21584,16,714520,46,16:50 Thu
21,2,"10/5/2023",05:48 Thu,"34510160-00","0160 Home Depot","1500 LAFAYETTE PKWY","LAGRANGE","USAGA","30241-2514","27255758",33.042240,-84.981400,"",0:15,"10/5/2023",08:08 Thu,20366,"Lithia Springs","W021","10/5/2023",08:27 Thu,"","LSW021100423","LAGRANGE",0,0,"7:00",2,0,"Lithia Springs","10/5/2023",5638,15,267711,33,16:50 Thu
21,3,"10/5/2023",05:48 Thu,"34510160-00","0160 Home Depot","1500 LAFAYETTE PKWY","LAGRANGE","USAGA","30241-2514","27261893",33.042240,-84.981400,"",0:15,"10/5/2023",08:27 Thu,20366,"Lithia Springs","W021","10/5/2023",08:27 Thu,"","LSW021100423","OPELIKA",0,0,"7:00",2,0,"Lithia Springs","10/5/2023",100,1,15988,33,16:50 Thu
21,4,"10/5/2023",05:48 Thu,"34510816-00","0816 Home Depot","2190 TIGER TOWN PKWY","OPELIKA","USAAL","36801-5492","27257581",32.619867,-85.405725,"",0:15,"10/5/2023",09:04 Thu,20366,"Lithia Springs","W021","10/5/2023",09:23 Thu,"","LSW021100423","AUBURN",0,0,"7:00",3,0,"Lithia Springs","10/5/2023",5257,17,289308,40,16:50 Thu
21,5,"10/5/2023",05:48 Thu,"21306-09","BFS/HDGOODALL HOMES","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27232784",32.608203,-85.441547,"",0:15,"10/5/2023",09:30 Thu,20366,"Lithia Springs","W021","10/5/2023",10:10 Thu,"","LSW021100423","AUBURN",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",14819,17,338215,3,16:50 Thu
21,6,"10/5/2023",05:48 Thu,"21306-09","BFS/HDGOODALL HOMES","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27255614",32.608203,-85.441547,"",0:15,"10/5/2023",10:10 Thu,20366,"Lithia Springs","W021","10/5/2023",10:10 Thu,"","LSW021100423","AUBURN",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",304,2,0,3,16:50 Thu
21,7,"10/5/2023",05:48 Thu,"21306-09","BFS/HDGOODALL HOMES","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27212245",32.608203,-85.441547,"",0:15,"10/5/2023",10:10 Thu,20366,"Lithia Springs","W021","10/5/2023",10:10 Thu,"","LSW021100423","AUBURN",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",313,1,12275,3,16:50 Thu
21,8,"10/5/2023",05:48 Thu,"21306-09","BFS/HDGOODALL HOMES","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27235150",32.608203,-85.441547,"",0:15,"10/5/2023",10:10 Thu,20366,"Lithia Springs","W021","10/5/2023",10:36 Thu,"","LSW021100423","AUBURN",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",15696,18,371974,3,16:50 Thu
21,9,"10/5/2023",05:48 Thu,"21306-09","BFS/HDGOODALL HOMES","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27209396",32.608203,-85.441547,"",0:15,"10/5/2023",10:36 Thu,20366,"Lithia Springs","W021","10/5/2023",10:38 Thu,"","LSW021100423","AUBURN",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",1559,1,20070,3,16:50 Thu
21,10,"10/5/2023",05:48 Thu,"21306-10","BFS AUB/HARRIS DOYLE","1865 East Glenn Avenue,","AUBURN","USAAL","36830","27243672",32.608203,-85.441547,"",0:15,"10/5/2023",10:38 Thu,20366,"Lithia Springs","W021","10/5/2023",10:44 Thu,"","LSW021100423","MONTGOMERY",0,0,"7:00",4,0,"Lithia Springs","10/5/2023",4014,21,142299,3,16:50 Thu
21,11,"10/5/2023",05:48 Thu,"34510813-00","0813 Home Depot","10650 CHANTILLY PKWY","MONTGOMERY","USAAL","36117-7582","27257605",32.356794,-86.132606,"",0:15,"10/5/2023",11:29 Thu,20366,"Lithia Springs","W021","10/5/2023",11:46 Thu,"","LSW021100423","MONTGOMERY",0,0,"7:00",5,0,"Lithia Springs","10/5/2023",2600,6,106462,48,16:50 Thu
21,12,"10/5/2023",05:48 Thu,"34510883-00","0883 Home Depot","2312 EASTERN BLVD","MONTGOMERY","USAAL","36117-1504","27262786",32.350362,-86.220964,"",0:15,"10/5/2023",11:57 Thu,20366,"Lithia Springs","W021","10/5/2023",12:16 Thu,"","LSW021100423","MONTGOMERY",0,0,"7:00",6,0,"Lithia Springs","10/5/2023",4668,15,263808,6,16:50 Thu
21,13,"10/5/2023",05:48 Thu,"34510883-00","0883 Home Depot","2312 EASTERN BLVD","MONTGOMERY","USAAL","36117-1504","27257643",32.350362,-86.220964,"",0:15,"10/5/2023",12:16 Thu,20366,"Lithia Springs","W021","10/5/2023",12:26 Thu,"","LSW021100423","MONTGOMERY",0,0,"7:00",6,0,"Lithia Springs","10/5/2023",11950,30,488420,6,16:50 Thu
21,14,"10/5/2023",05:48 Thu,"34510883-00","0883 Home Depot","2312 EASTERN BLVD","MONTGOMERY","USAAL","36117-1504","27262785",32.350362,-86.220964,"",0:15,"10/5/2023",12:26 Thu,20366,"Lithia Springs","W021","10/5/2023",12:28 Thu,"","LSW021100423","MONTGOMERY",0,0,"7:00",6,0,"Lithia Springs","10/5/2023",3022,12,201216,6,16:50 Thu
21,15,"10/5/2023",05:48 Thu,"3985-00","Kocher Building Materials Inc.","915 N COURT ST","MONTGOMERY","USAAL","36104-2007","27255996",32.390898,-86.309002,"",0:15,"10/5/2023",12:46 Thu,20366,"Lithia Springs","W021","10/5/2023",13:36 Thu,"","LSW021100423","PRATTVILLE",0,0,"7:00",7,0,"Lithia Springs","10/5/2023",41182,60,1017653,8,16:50 Thu
21,16,"10/5/2023",05:48 Thu,"34510806-00","0806 Home Depot","2710 LEGENDS PKWY","PRATTVILLE","USAAL","36066-7748","27259418",32.458680,-86.399415,"",0:15,"10/5/2023",13:50 Thu,20366,"Lithia Springs","W021","10/5/2023",14:05 Thu,"","LSW021100423","PRATTVILLE",0,0,"7:00",8,0,"Lithia Springs","10/5/2023",546,3,49363,9,16:50 Thu
21,17,"10/5/2023",05:48 Thu,"34510806-00","0806 Home Depot","2710 LEGENDS PKWY","PRATTVILLE","USAAL","36066-7748","27257576",32.458680,-86.399415,"",0:15,"10/5/2023",14:05 Thu,20366,"Lithia Springs","W021","10/5/2023",14:08 Thu,"","LSW021100423","Lithia Springs",0,0,"7:00",8,0,"Lithia Springs","10/5/2023",4597,13,187936,9,16:50 Thu
23,1,"10/5/2023",05:06 Thu,"34513606-00","3606 Home Depot","2870 E FRANKLIN BLVD","GASTONIA","USANC","28056-7261","27258426",35.259637,-81.127600,"",0:15,"10/5/2023",09:24 Thu,20366,"Lithia Springs","W023","10/5/2023",09:40 Thu,"","LSW023100423","GASTONIA",0,0,"9:00",1,0,"Lithia Springs","10/6/2023",2028,10,178809,243,14:45 Fri
23,2,"10/5/2023",05:06 Thu,"34513606-00","3606 Home Depot","2870 E FRANKLIN BLVD","GASTONIA","USANC","28056-7261","27257032",35.259637,-81.127600,"",0:15,"10/5/2023",09:40 Thu,20366,"Lithia Springs","W023","10/5/2023",09:40 Thu,"","LSW023100423","GASTONIA",0,0,"9:00",1,0,"Lithia Springs","10/6/2023",177,1,0,243,14:45 Fri
23,3,"10/5/2023",05:06 Thu,"34513606-00","3606 Home Depot","2870 E FRANKLIN BLVD","GASTONIA","USANC","28056-7261","27255888",35.259637,-81.127600,"",0:15,"10/5/2023",09:40 Thu,20366,"Lithia Springs","W023","10/5/2023",09:43 Thu,"","LSW023100423","GASTONIA",0,0,"9:00",1,0,"Lithia Springs","10/6/2023",4309,14,234367,243,14:45 Fri
